cell_label,x,y,celltype_F,celltype_F_class,area
192,16524.0,312.0,Oligo,Non-neuronal,M1C
197,14512.0,315.0,Oligo,Non-neuronal,M1C
202,12852.0,312.0,Oligo,Non-neuronal,M1C
205,14342.0,329.0,Oligo,Non-neuronal,M1C
209,14243.0,319.0,Oligo,Non-neuronal,M1C
212,13593.0,326.0,Oligo,Non-neuronal,M1C
214,11859.0,332.0,Oligo,Non-neuronal,M1C
216,12308.0,332.0,Oligo,Non-neuronal,M1C
217,15304.0,329.0,Oligo,Non-neuronal,M1C
219,13640.0,325.0,Oligo,Non-neuronal,M1C
222,14068.0,325.0,Oligo,Non-neuronal,M1C
223,16151.0,336.0,Oligo,Non-neuronal,M1C
226,12806.0,341.0,Oligo,Non-neuronal,M1C
230,14140.0,344.0,Oligo,Non-neuronal,M1C
233,15555.0,350.0,Oligo,Non-neuronal,M1C
236,14039.0,356.0,Oligo,Non-neuronal,M1C
237,12425.0,357.0,Oligo,Non-neuronal,M1C
239,14280.0,360.0,Oligo,Non-neuronal,M1C
240,13389.0,361.0,Oligo,Non-neuronal,M1C
241,15312.0,365.0,Oligo,Non-neuronal,M1C
242,16378.0,364.0,Oligo,Non-neuronal,M1C
244,13618.0,370.0,Oligo,Non-neuronal,M1C
246,16322.0,376.0,Oligo,Non-neuronal,M1C
248,16021.0,380.0,Oligo,Non-neuronal,M1C
250,13163.0,387.0,Oligo,Non-neuronal,M1C
253,14721.0,391.0,Oligo,Non-neuronal,M1C
254,14843.0,396.0,Oligo,Non-neuronal,M1C
258,15713.0,399.0,Oligo,Non-neuronal,M1C
260,12667.0,401.0,Oligo,Non-neuronal,M1C
261,15552.0,402.0,L6 CT,Excitatory,M1C
265,13188.0,417.0,Micro/PVM,Non-neuronal,M1C
266,12129.0,406.0,Oligo,Non-neuronal,M1C
268,15640.0,412.0,Oligo,Non-neuronal,M1C
270,13735.0,412.0,Oligo,Non-neuronal,M1C
272,16023.0,412.0,OPC,Non-neuronal,M1C
273,12877.0,409.0,Oligo,Non-neuronal,M1C
275,14805.0,414.0,Oligo,Non-neuronal,M1C
276,12843.0,417.0,Oligo,Non-neuronal,M1C
277,12988.0,418.0,Oligo,Non-neuronal,M1C
278,14107.0,427.0,Oligo,Non-neuronal,M1C
279,16576.0,411.0,Oligo,Non-neuronal,M1C
280,12712.0,420.0,Oligo,Non-neuronal,M1C
285,16014.0,441.0,Oligo,Non-neuronal,M1C
286,11954.0,427.0,Oligo,Non-neuronal,M1C
287,14871.0,423.0,Oligo,Non-neuronal,M1C
288,16417.0,431.0,Oligo,Non-neuronal,M1C
289,14973.0,439.0,Oligo,Non-neuronal,M1C
290,14478.0,438.0,Oligo,Non-neuronal,M1C
293,16302.0,441.0,Oligo,Non-neuronal,M1C
295,13153.0,442.0,Oligo,Non-neuronal,M1C
296,15815.0,433.0,Oligo,Non-neuronal,M1C
299,12338.0,442.0,Oligo,Non-neuronal,M1C
301,15176.0,449.0,Oligo,Non-neuronal,M1C
304,12957.0,452.0,Oligo,Non-neuronal,M1C
306,16516.0,470.0,Oligo,Non-neuronal,M1C
307,12277.0,462.0,Oligo,Non-neuronal,M1C
308,12915.0,463.0,Oligo,Non-neuronal,M1C
311,11611.0,459.0,Oligo,Non-neuronal,M1C
313,16133.0,472.0,Oligo,Non-neuronal,M1C
318,13522.0,474.0,Oligo,Non-neuronal,M1C
319,11660.0,468.0,Oligo,Non-neuronal,M1C
322,16243.0,487.0,Oligo,Non-neuronal,M1C
323,14989.0,483.0,Oligo,Non-neuronal,M1C
327,12210.0,494.0,Oligo,Non-neuronal,M1C
329,15422.0,493.0,Oligo,Non-neuronal,M1C
331,12390.0,491.0,Oligo,Non-neuronal,M1C
333,14423.0,492.0,Oligo,Non-neuronal,M1C
334,16309.0,497.0,Oligo,Non-neuronal,M1C
335,12002.0,504.0,Oligo,Non-neuronal,M1C
337,14161.0,506.0,Oligo,Non-neuronal,M1C
338,12672.0,510.0,Oligo,Non-neuronal,M1C
340,16089.0,517.0,Oligo,Non-neuronal,M1C
343,13766.0,514.0,Oligo,Non-neuronal,M1C
345,12459.0,508.0,Oligo,Non-neuronal,M1C
346,11794.0,516.0,Oligo,Non-neuronal,M1C
347,12269.0,517.0,Oligo,Non-neuronal,M1C
348,15551.0,522.0,Oligo,Non-neuronal,M1C
350,15509.0,522.0,Oligo,Non-neuronal,M1C
356,16135.0,533.0,Oligo,Non-neuronal,M1C
358,13777.0,537.0,Oligo,Non-neuronal,M1C
359,11951.0,537.0,Oligo,Non-neuronal,M1C
360,13152.0,538.0,Oligo,Non-neuronal,M1C
361,15128.0,536.0,Oligo,Non-neuronal,M1C
362,15315.0,533.0,Oligo,Non-neuronal,M1C
366,16463.0,527.0,Oligo,Non-neuronal,M1C
373,12817.0,549.0,Oligo,Non-neuronal,M1C
374,15826.0,557.0,Oligo,Non-neuronal,M1C
379,15455.0,563.0,Oligo,Non-neuronal,M1C
383,14289.0,573.0,Oligo,Non-neuronal,M1C
387,16225.0,574.0,Oligo,Non-neuronal,M1C
388,13242.0,574.0,Oligo,Non-neuronal,M1C
390,16099.0,578.0,Astro,Non-neuronal,M1C
394,15683.0,580.0,L6 CT,Excitatory,M1C
396,16273.0,572.0,Astro,Non-neuronal,M1C
398,14095.0,587.0,Oligo,Non-neuronal,M1C
399,13916.0,588.0,Oligo,Non-neuronal,M1C
401,11950.0,597.0,L6 IT,Excitatory,M1C
402,13811.0,592.0,Oligo,Non-neuronal,M1C
405,12398.0,598.0,Oligo,Non-neuronal,M1C
406,15030.0,599.0,Oligo,Non-neuronal,M1C
408,13436.0,603.0,Oligo,Non-neuronal,M1C
411,12899.0,607.0,Oligo,Non-neuronal,M1C
412,12069.0,620.0,Astro,Non-neuronal,M1C
415,15543.0,616.0,Oligo,Non-neuronal,M1C
416,16523.0,617.0,Oligo,Non-neuronal,M1C
417,13561.0,607.0,Oligo,Non-neuronal,M1C
418,15447.0,621.0,Oligo,Non-neuronal,M1C
419,16357.0,614.0,Oligo,Non-neuronal,M1C
420,16122.0,623.0,Oligo,Non-neuronal,M1C
424,12036.0,624.0,Oligo,Non-neuronal,M1C
426,11330.0,632.0,Oligo,Non-neuronal,M1C
433,11716.0,658.0,Oligo,Non-neuronal,M1C
434,16334.0,653.0,Oligo,Non-neuronal,M1C
437,15622.0,657.0,Oligo,Non-neuronal,M1C
444,13365.0,662.0,Oligo,Non-neuronal,M1C
445,15276.0,661.0,Oligo,Non-neuronal,M1C
446,11805.0,673.0,Oligo,Non-neuronal,M1C
447,15952.0,664.0,Oligo,Non-neuronal,M1C
448,14348.0,671.0,Oligo,Non-neuronal,M1C
449,12700.0,675.0,Oligo,Non-neuronal,M1C
450,12314.0,676.0,Oligo,Non-neuronal,M1C
451,11910.0,680.0,Oligo,Non-neuronal,M1C
452,12243.0,678.0,Oligo,Non-neuronal,M1C
453,12818.0,687.0,Oligo,Non-neuronal,M1C
454,14517.0,683.0,Oligo,Non-neuronal,M1C
456,16525.0,679.0,Oligo,Non-neuronal,M1C
457,14003.0,687.0,Oligo,Non-neuronal,M1C
460,15773.0,693.0,Oligo,Non-neuronal,M1C
464,16469.0,699.0,Oligo,Non-neuronal,M1C
466,15129.0,696.0,Oligo,Non-neuronal,M1C
467,16497.0,699.0,Oligo,Non-neuronal,M1C
468,13165.0,711.0,Oligo,Non-neuronal,M1C
473,15954.0,718.0,Oligo,Non-neuronal,M1C
474,11805.0,721.0,Oligo,Non-neuronal,M1C
475,16190.0,711.0,Oligo,Non-neuronal,M1C
476,14157.0,717.0,Oligo,Non-neuronal,M1C
477,16036.0,724.0,Oligo,Non-neuronal,M1C
478,14927.0,720.0,Oligo,Non-neuronal,M1C
480,14478.0,717.0,Oligo,Non-neuronal,M1C
481,12503.0,721.0,Oligo,Non-neuronal,M1C
483,12296.0,721.0,Oligo,Non-neuronal,M1C
484,14788.0,733.0,L6 CT,Excitatory,M1C
485,12419.0,729.0,Oligo,Non-neuronal,M1C
486,12888.0,723.0,Oligo,Non-neuronal,M1C
488,13054.0,727.0,Oligo,Non-neuronal,M1C
489,12662.0,728.0,Oligo,Non-neuronal,M1C
490,13549.0,733.0,Oligo,Non-neuronal,M1C
492,15503.0,738.0,Oligo,Non-neuronal,M1C
493,16303.0,739.0,Oligo,Non-neuronal,M1C
496,12360.0,743.0,Oligo,Non-neuronal,M1C
499,12876.0,745.0,Oligo,Non-neuronal,M1C
500,12040.0,735.0,Oligo,Non-neuronal,M1C
501,14036.0,738.0,Oligo,Non-neuronal,M1C
504,16609.0,748.0,Oligo,Non-neuronal,M1C
505,11423.0,747.0,Oligo,Non-neuronal,M1C
507,13764.0,754.0,Oligo,Non-neuronal,M1C
509,13453.0,757.0,Oligo,Non-neuronal,M1C
510,16352.0,755.0,Oligo,Non-neuronal,M1C
512,12055.0,757.0,Oligo,Non-neuronal,M1C
513,13204.0,760.0,Oligo,Non-neuronal,M1C
515,15382.0,761.0,Oligo,Non-neuronal,M1C
516,12224.0,756.0,Oligo,Non-neuronal,M1C
517,11525.0,763.0,Oligo,Non-neuronal,M1C
522,12637.0,779.0,Oligo,Non-neuronal,M1C
523,14325.0,785.0,Oligo,Non-neuronal,M1C
524,11681.0,784.0,Oligo,Non-neuronal,M1C
528,13084.0,798.0,Oligo,Non-neuronal,M1C
529,16231.0,801.0,Oligo,Non-neuronal,M1C
530,12006.0,806.0,Oligo,Non-neuronal,M1C
532,11830.0,807.0,Oligo,Non-neuronal,M1C
533,12178.0,803.0,Oligo,Non-neuronal,M1C
534,11409.0,809.0,Oligo,Non-neuronal,M1C
544,14904.0,815.0,Oligo,Non-neuronal,M1C
545,15584.0,823.0,Oligo,Non-neuronal,M1C
547,13974.0,823.0,Oligo,Non-neuronal,M1C
549,14049.0,836.0,Astro,Non-neuronal,M1C
550,12091.0,832.0,Oligo,Non-neuronal,M1C
551,14524.0,837.0,Oligo,Non-neuronal,M1C
553,12153.0,835.0,Oligo,Non-neuronal,M1C
554,11611.0,834.0,Oligo,Non-neuronal,M1C
555,15909.0,856.0,Astro,Non-neuronal,M1C
556,14163.0,856.0,Oligo,Non-neuronal,M1C
557,14743.0,857.0,Oligo,Non-neuronal,M1C
559,15352.0,852.0,Oligo,Non-neuronal,M1C
561,11877.0,871.0,Oligo,Non-neuronal,M1C
564,14353.0,865.0,Oligo,Non-neuronal,M1C
566,10259.0,870.0,Oligo,Non-neuronal,M1C
574,10457.0,875.0,Oligo,Non-neuronal,M1C
578,15362.0,878.0,Oligo,Non-neuronal,M1C
579,14634.0,877.0,Oligo,Non-neuronal,M1C
584,15794.0,880.0,Oligo,Non-neuronal,M1C
585,16209.0,882.0,Oligo,Non-neuronal,M1C
586,12222.0,880.0,Oligo,Non-neuronal,M1C
591,14274.0,889.0,Oligo,Non-neuronal,M1C
593,11129.0,882.0,Oligo,Non-neuronal,M1C
594,14205.0,889.0,Oligo,Non-neuronal,M1C
596,15632.0,892.0,Oligo,Non-neuronal,M1C
600,15647.0,906.0,Oligo,Non-neuronal,M1C
601,17074.0,894.0,Oligo,Non-neuronal,M1C
603,15224.0,903.0,Oligo,Non-neuronal,M1C
604,9819.0,898.0,Oligo,Non-neuronal,M1C
605,13703.0,900.0,Oligo,Non-neuronal,M1C
608,15353.0,904.0,Oligo,Non-neuronal,M1C
610,18268.0,903.0,Oligo,Non-neuronal,M1C
617,16891.0,913.0,Astro,Non-neuronal,M1C
618,11077.0,911.0,Oligo,Non-neuronal,M1C
619,14956.0,922.0,OPC,Non-neuronal,M1C
622,10910.0,921.0,Oligo,Non-neuronal,M1C
623,10890.0,911.0,Oligo,Non-neuronal,M1C
626,11440.0,906.0,Oligo,Non-neuronal,M1C
627,17408.0,917.0,Oligo,Non-neuronal,M1C
631,11256.0,921.0,Oligo,Non-neuronal,M1C
632,12520.0,923.0,Oligo,Non-neuronal,M1C
634,12045.0,923.0,Astro,Non-neuronal,M1C
637,14054.0,926.0,OPC,Non-neuronal,M1C
638,10251.0,912.0,L4 IT,Excitatory,M1C
640,13170.0,927.0,Oligo,Non-neuronal,M1C
644,12117.0,926.0,Oligo,Non-neuronal,M1C
645,14735.0,934.0,Oligo,Non-neuronal,M1C
646,16611.0,933.0,Astro,Non-neuronal,M1C
648,11405.0,924.0,Oligo,Non-neuronal,M1C
649,15062.0,935.0,Oligo,Non-neuronal,M1C
650,15223.0,933.0,Oligo,Non-neuronal,M1C
651,14636.0,938.0,Oligo,Non-neuronal,M1C
655,13394.0,939.0,Oligo,Non-neuronal,M1C
656,16357.0,938.0,Oligo,Non-neuronal,M1C
658,13620.0,939.0,Oligo,Non-neuronal,M1C
660,11753.0,938.0,Oligo,Non-neuronal,M1C
663,13571.0,946.0,Oligo,Non-neuronal,M1C
665,15314.0,948.0,Oligo,Non-neuronal,M1C
669,17682.0,953.0,Oligo,Non-neuronal,M1C
670,12159.0,960.0,Oligo,Non-neuronal,M1C
671,17460.0,960.0,Oligo,Non-neuronal,M1C
673,15875.0,963.0,Oligo,Non-neuronal,M1C
674,17351.0,965.0,Oligo,Non-neuronal,M1C
676,9922.0,967.0,OPC,Non-neuronal,M1C
677,14215.0,967.0,Oligo,Non-neuronal,M1C
679,13967.0,971.0,Oligo,Non-neuronal,M1C
681,16463.0,967.0,Oligo,Non-neuronal,M1C
683,18619.0,970.0,Oligo,Non-neuronal,M1C
685,17980.0,972.0,Oligo,Non-neuronal,M1C
687,17631.0,971.0,Oligo,Non-neuronal,M1C
690,12739.0,970.0,VLMC,Non-neuronal,M1C
691,14845.0,972.0,Oligo,Non-neuronal,M1C
694,15152.0,976.0,Oligo,Non-neuronal,M1C
695,10391.0,971.0,Oligo,Non-neuronal,M1C
696,17572.0,980.0,Oligo,Non-neuronal,M1C
700,11986.0,983.0,Oligo,Non-neuronal,M1C
702,10801.0,982.0,Oligo,Non-neuronal,M1C
704,14476.0,974.0,Oligo,Non-neuronal,M1C
707,10696.0,983.0,Oligo,Non-neuronal,M1C
708,11856.0,987.0,Oligo,Non-neuronal,M1C
710,13034.0,990.0,Oligo,Non-neuronal,M1C
712,13288.0,979.0,L6 CT,Excitatory,M1C
713,13075.0,992.0,Oligo,Non-neuronal,M1C
714,14315.0,976.0,Oligo,Non-neuronal,M1C
720,18188.0,995.0,Oligo,Non-neuronal,M1C
722,13304.0,992.0,Oligo,Non-neuronal,M1C
724,8944.0,991.0,Oligo,Non-neuronal,M1C
725,17635.0,1002.0,Oligo,Non-neuronal,M1C
732,8995.0,1017.0,Oligo,Non-neuronal,M1C
740,16009.0,1005.0,Oligo,Non-neuronal,M1C
742,9628.0,1016.0,LAMP5 LHX6,Inhibitory,M1C
743,18653.0,1015.0,SST,Inhibitory,M1C
744,10179.0,1018.0,Oligo,Non-neuronal,M1C
745,11982.0,1015.0,Oligo,Non-neuronal,M1C
747,16839.0,1013.0,Oligo,Non-neuronal,M1C
748,8737.0,1017.0,Oligo,Non-neuronal,M1C
749,13231.0,1016.0,Oligo,Non-neuronal,M1C
753,13022.0,1019.0,Oligo,Non-neuronal,M1C
754,10838.0,1020.0,Oligo,Non-neuronal,M1C
755,13163.0,1021.0,Oligo,Non-neuronal,M1C
756,17776.0,1025.0,Oligo,Non-neuronal,M1C
762,16259.0,1027.0,Oligo,Non-neuronal,M1C
769,15631.0,1033.0,Oligo,Non-neuronal,M1C
770,18247.0,1031.0,Oligo,Non-neuronal,M1C
771,10195.0,1023.0,Oligo,Non-neuronal,M1C
772,10611.0,1025.0,Oligo,Non-neuronal,M1C
776,9056.0,1030.0,Oligo,Non-neuronal,M1C
777,14674.0,1045.0,Oligo,Non-neuronal,M1C
780,18482.0,1038.0,Oligo,Non-neuronal,M1C
781,14322.0,1026.0,Oligo,Non-neuronal,M1C
782,9644.0,1039.0,OPC,Non-neuronal,M1C
783,8760.0,1042.0,Oligo,Non-neuronal,M1C
786,13428.0,1044.0,Oligo,Non-neuronal,M1C
787,17601.0,1051.0,Oligo,Non-neuronal,M1C
789,15455.0,1034.0,Oligo,Non-neuronal,M1C
790,12741.0,1050.0,Oligo,Non-neuronal,M1C
791,10274.0,1038.0,Oligo,Non-neuronal,M1C
792,10598.0,1051.0,Oligo,Non-neuronal,M1C
796,16164.0,1055.0,Oligo,Non-neuronal,M1C
798,13326.0,1053.0,Oligo,Non-neuronal,M1C
799,16416.0,1055.0,Oligo,Non-neuronal,M1C
801,11209.0,1052.0,Oligo,Non-neuronal,M1C
803,16817.0,1055.0,Oligo,Non-neuronal,M1C
804,11268.0,1058.0,Oligo,Non-neuronal,M1C
805,12131.0,1058.0,Oligo,Non-neuronal,M1C
806,13542.0,1060.0,SST CHODL,Inhibitory,M1C
808,8463.0,1061.0,Oligo,Non-neuronal,M1C
810,10062.0,1063.0,Oligo,Non-neuronal,M1C
812,11500.0,1059.0,Oligo,Non-neuronal,M1C
813,11540.0,1065.0,Oligo,Non-neuronal,M1C
814,13381.0,1068.0,Oligo,Non-neuronal,M1C
815,15199.0,1071.0,Oligo,Non-neuronal,M1C
819,14366.0,1075.0,Oligo,Non-neuronal,M1C
820,16997.0,1070.0,Oligo,Non-neuronal,M1C
822,16693.0,1075.0,Oligo,Non-neuronal,M1C
825,18364.0,1070.0,Oligo,Non-neuronal,M1C
826,10152.0,1063.0,Oligo,Non-neuronal,M1C
828,13946.0,1091.0,Oligo,Non-neuronal,M1C
829,14719.0,1079.0,Oligo,Non-neuronal,M1C
830,12060.0,1078.0,Oligo,Non-neuronal,M1C
833,14316.0,1084.0,Oligo,Non-neuronal,M1C
835,12593.0,1085.0,Oligo,Non-neuronal,M1C
836,16824.0,1088.0,Oligo,Non-neuronal,M1C
841,16732.0,1090.0,Oligo,Non-neuronal,M1C
843,18091.0,1086.0,Oligo,Non-neuronal,M1C
844,19379.0,1091.0,Oligo,Non-neuronal,M1C
846,11789.0,1094.0,Oligo,Non-neuronal,M1C
847,8746.0,1092.0,Oligo,Non-neuronal,M1C
848,10239.0,1087.0,Oligo,Non-neuronal,M1C
850,17404.0,1093.0,Oligo,Non-neuronal,M1C
851,9949.0,1100.0,Oligo,Non-neuronal,M1C
852,17632.0,1098.0,Oligo,Non-neuronal,M1C
854,13526.0,1103.0,Oligo,Non-neuronal,M1C
858,11008.0,1101.0,Oligo,Non-neuronal,M1C
859,16202.0,1105.0,Oligo,Non-neuronal,M1C
860,11555.0,1106.0,Micro/PVM,Non-neuronal,M1C
863,11273.0,1113.0,Oligo,Non-neuronal,M1C
868,12089.0,1115.0,Oligo,Non-neuronal,M1C
870,16541.0,1115.0,Oligo,Non-neuronal,M1C
873,13675.0,1120.0,Oligo,Non-neuronal,M1C
875,19056.0,1118.0,Oligo,Non-neuronal,M1C
876,10172.0,1121.0,Oligo,Non-neuronal,M1C
877,9826.0,1115.0,Oligo,Non-neuronal,M1C
880,10666.0,1128.0,Oligo,Non-neuronal,M1C
881,19371.0,1120.0,Oligo,Non-neuronal,M1C
885,15899.0,1127.0,Oligo,Non-neuronal,M1C
887,7980.0,1129.0,Oligo,Non-neuronal,M1C
889,12595.0,1133.0,L2/3 IT,Excitatory,M1C
893,16329.0,1130.0,Oligo,Non-neuronal,M1C
897,9342.0,1131.0,Astro,Non-neuronal,M1C
898,12856.0,1134.0,Oligo,Non-neuronal,M1C
900,13652.0,1126.0,Oligo,Non-neuronal,M1C
902,13933.0,1141.0,Oligo,Non-neuronal,M1C
906,8350.0,1125.0,Oligo,Non-neuronal,M1C
908,13831.0,1136.0,Oligo,Non-neuronal,M1C
909,9682.0,1138.0,Oligo,Non-neuronal,M1C
910,16627.0,1140.0,Oligo,Non-neuronal,M1C
911,12664.0,1146.0,Oligo,Non-neuronal,M1C
917,8214.0,1145.0,Oligo,Non-neuronal,M1C
918,13816.0,1149.0,Oligo,Non-neuronal,M1C
919,17223.0,1143.0,Oligo,Non-neuronal,M1C
920,8718.0,1148.0,Oligo,Non-neuronal,M1C
924,16926.0,1149.0,Oligo,Non-neuronal,M1C
925,17839.0,1151.0,Oligo,Non-neuronal,M1C
927,14065.0,1154.0,Oligo,Non-neuronal,M1C
928,9497.0,1160.0,Astro,Non-neuronal,M1C
930,14205.0,1154.0,Oligo,Non-neuronal,M1C
934,10037.0,1154.0,Oligo,Non-neuronal,M1C
937,13960.0,1156.0,Oligo,Non-neuronal,M1C
939,10125.0,1151.0,Oligo,Non-neuronal,M1C
940,12320.0,1165.0,Oligo,Non-neuronal,M1C
942,8787.0,1161.0,Oligo,Non-neuronal,M1C
943,15569.0,1161.0,Oligo,Non-neuronal,M1C
946,18825.0,1165.0,Oligo,Non-neuronal,M1C
948,19027.0,1162.0,Astro,Non-neuronal,M1C
949,14969.0,1161.0,Oligo,Non-neuronal,M1C
950,12773.0,1169.0,Oligo,Non-neuronal,M1C
951,13373.0,1166.0,Oligo,Non-neuronal,M1C
952,13690.0,1172.0,Oligo,Non-neuronal,M1C
959,17545.0,1176.0,Oligo,Non-neuronal,M1C
960,12260.0,1182.0,Oligo,Non-neuronal,M1C
963,16807.0,1178.0,Oligo,Non-neuronal,M1C
966,18398.0,1181.0,Oligo,Non-neuronal,M1C
969,9063.0,1186.0,Oligo,Non-neuronal,M1C
970,9778.0,1190.0,Oligo,Non-neuronal,M1C
971,12761.0,1188.0,Oligo,Non-neuronal,M1C
972,19062.0,1183.0,L6B,Excitatory,M1C
974,13053.0,1190.0,Oligo,Non-neuronal,M1C
976,16783.0,1199.0,Oligo,Non-neuronal,M1C
979,19118.0,1185.0,L6 IT,Excitatory,M1C
980,10818.0,1190.0,Oligo,Non-neuronal,M1C
983,14247.0,1199.0,Oligo,Non-neuronal,M1C
986,14963.0,1197.0,Oligo,Non-neuronal,M1C
988,19734.0,1195.0,Oligo,Non-neuronal,M1C
992,8787.0,1202.0,Oligo,Non-neuronal,M1C
995,16644.0,1212.0,Oligo,Non-neuronal,M1C
996,17682.0,1210.0,Oligo,Non-neuronal,M1C
998,11038.0,1205.0,Oligo,Non-neuronal,M1C
999,14336.0,1209.0,Oligo,Non-neuronal,M1C
1002,8912.0,1211.0,Oligo,Non-neuronal,M1C
1005,19883.0,1211.0,Oligo,Non-neuronal,M1C
1017,11723.0,1220.0,Oligo,Non-neuronal,M1C
1018,14726.0,1216.0,Oligo,Non-neuronal,M1C
1020,14816.0,1220.0,Oligo,Non-neuronal,M1C
1021,15456.0,1220.0,Oligo,Non-neuronal,M1C
1023,9104.0,1228.0,Oligo,Non-neuronal,M1C
1024,9906.0,1230.0,L6 CT,Excitatory,M1C
1028,11554.0,1231.0,Oligo,Non-neuronal,M1C
1029,18172.0,1223.0,Oligo,Non-neuronal,M1C
1039,19611.0,1231.0,Oligo,Non-neuronal,M1C
1040,20020.0,1235.0,Oligo,Non-neuronal,M1C
1041,8775.0,1228.0,Oligo,Non-neuronal,M1C
1042,14058.0,1234.0,Oligo,Non-neuronal,M1C
1043,15740.0,1236.0,Oligo,Non-neuronal,M1C
1044,17347.0,1238.0,Oligo,Non-neuronal,M1C
1045,19299.0,1234.0,Oligo,Non-neuronal,M1C
1046,15471.0,1241.0,Oligo,Non-neuronal,M1C
1047,12461.0,1239.0,Oligo,Non-neuronal,M1C
1048,12885.0,1242.0,Astro,Non-neuronal,M1C
1049,10557.0,1245.0,Oligo,Non-neuronal,M1C
