cell_label,x,y,celltype_F,celltype_F_class,area
211,4522.0,458.0,L5 IT,Excitatory,DFC
212,4427.0,460.0,Micro/PVM,Non-neuronal,DFC
215,3594.0,458.0,L5 IT,Excitatory,DFC
217,3924.0,461.0,Oligo,Non-neuronal,DFC
218,4824.0,468.0,L5/6 NP,Excitatory,DFC
225,3675.0,477.0,L4 IT,Excitatory,DFC
227,4728.0,463.0,Micro/PVM,Non-neuronal,DFC
228,4160.0,481.0,L5 IT,Excitatory,DFC
230,5359.0,486.0,L4 IT,Excitatory,DFC
231,4532.0,486.0,OPC,Non-neuronal,DFC
235,5656.0,497.0,Oligo,Non-neuronal,DFC
237,5171.0,511.0,VLMC,Non-neuronal,DFC
239,5328.0,495.0,Oligo,Non-neuronal,DFC
241,4410.0,509.0,Astro,Non-neuronal,DFC
242,4469.0,505.0,Oligo,Non-neuronal,DFC
245,5293.0,502.0,Micro/PVM,Non-neuronal,DFC
246,4183.0,514.0,L5 IT,Excitatory,DFC
248,5217.0,520.0,L4 IT,Excitatory,DFC
250,7083.0,506.0,L6 CT,Excitatory,DFC
252,4313.0,527.0,Oligo,Non-neuronal,DFC
253,7028.0,535.0,Micro/PVM,Non-neuronal,DFC
254,4901.0,524.0,PVALB,Inhibitory,DFC
256,4672.0,541.0,L5 IT,Excitatory,DFC
257,4259.0,548.0,Micro/PVM,Non-neuronal,DFC
258,5155.0,547.0,VLMC,Non-neuronal,DFC
259,6897.0,539.0,Oligo,Non-neuronal,DFC
261,3911.0,552.0,L5 IT,Excitatory,DFC
262,5599.0,555.0,VIP,Inhibitory,DFC
263,5202.0,548.0,Micro/PVM,Non-neuronal,DFC
264,4130.0,550.0,PVALB,Inhibitory,DFC
265,6410.0,558.0,L6 CT,Excitatory,DFC
266,4151.0,563.0,PVALB,Inhibitory,DFC
267,4816.0,570.0,Oligo,Non-neuronal,DFC
268,4843.0,561.0,Micro/PVM,Non-neuronal,DFC
270,6790.0,566.0,L6 CT,Excitatory,DFC
271,6922.0,572.0,L6 CT,Excitatory,DFC
275,5792.0,577.0,Oligo,Non-neuronal,DFC
276,5557.0,574.0,Oligo,Non-neuronal,DFC
277,4858.0,582.0,Oligo,Non-neuronal,DFC
283,5155.0,606.0,PVALB,Inhibitory,DFC
284,6802.0,603.0,Oligo,Non-neuronal,DFC
286,4738.0,598.0,L5 IT,Excitatory,DFC
288,4030.0,626.0,VIP,Inhibitory,DFC
289,6614.0,628.0,Micro/PVM,Non-neuronal,DFC
291,4270.0,626.0,Oligo,Non-neuronal,DFC
292,4793.0,637.0,Micro/PVM,Non-neuronal,DFC
293,5556.0,632.0,VIP,Inhibitory,DFC
294,6225.0,649.0,L6 IT Car3,Excitatory,DFC
297,4183.0,653.0,SST,Inhibitory,DFC
298,6039.0,651.0,Oligo,Non-neuronal,DFC
300,6723.0,664.0,Oligo,Non-neuronal,DFC
302,4385.0,678.0,SST,Inhibitory,DFC
303,4766.0,678.0,Oligo,Non-neuronal,DFC
305,5504.0,693.0,Oligo,Non-neuronal,DFC
307,6982.0,693.0,Oligo,Non-neuronal,DFC
315,6385.0,701.0,LAMP5 LHX6,Inhibitory,DFC
320,6551.0,720.0,Micro/PVM,Non-neuronal,DFC
321,5382.0,729.0,Micro/PVM,Non-neuronal,DFC
322,6456.0,726.0,Oligo,Non-neuronal,DFC
323,4306.0,721.0,L5 IT,Excitatory,DFC
325,7119.0,733.0,Oligo,Non-neuronal,DFC
326,4811.0,730.0,Oligo,Non-neuronal,DFC
327,6684.0,742.0,Oligo,Non-neuronal,DFC
329,6920.0,747.0,L6 CT,Excitatory,DFC
330,5274.0,749.0,L6 IT,Excitatory,DFC
332,5943.0,750.0,Oligo,Non-neuronal,DFC
334,5962.0,748.0,Oligo,Non-neuronal,DFC
336,4847.0,759.0,L4 IT,Excitatory,DFC
337,4156.0,767.0,SST,Inhibitory,DFC
338,6007.0,760.0,Oligo,Non-neuronal,DFC
339,5115.0,768.0,Astro,Non-neuronal,DFC
343,3569.0,764.0,Oligo,Non-neuronal,DFC
344,5288.0,778.0,Oligo,Non-neuronal,DFC
345,4585.0,773.0,PVALB,Inhibitory,DFC
346,5529.0,773.0,Oligo,Non-neuronal,DFC
348,5833.0,778.0,Oligo,Non-neuronal,DFC
349,6698.0,770.0,L6 CT,Excitatory,DFC
350,4036.0,778.0,Oligo,Non-neuronal,DFC
351,4406.0,782.0,Oligo,Non-neuronal,DFC
352,3949.0,796.0,Oligo,Non-neuronal,DFC
353,3593.0,793.0,L4 IT,Excitatory,DFC
355,4729.0,804.0,Oligo,Non-neuronal,DFC
360,4093.0,808.0,Oligo,Non-neuronal,DFC
361,4750.0,808.0,Oligo,Non-neuronal,DFC
362,7034.0,803.0,L5/6 NP,Excitatory,DFC
363,6810.0,809.0,Oligo,Non-neuronal,DFC
365,7097.0,805.0,Oligo,Non-neuronal,DFC
367,4904.0,813.0,VIP,Inhibitory,DFC
368,4138.0,824.0,L5 IT,Excitatory,DFC
371,6239.0,831.0,L6 CT,Excitatory,DFC
372,4325.0,828.0,Oligo,Non-neuronal,DFC
377,3928.0,841.0,L5 IT,Excitatory,DFC
378,5114.0,832.0,L5 IT,Excitatory,DFC
382,5522.0,855.0,Endo,Non-neuronal,DFC
385,6472.0,857.0,L4 IT,Excitatory,DFC
386,4614.0,871.0,L5 IT,Excitatory,DFC
389,6705.0,868.0,LAMP5 LHX6,Inhibitory,DFC
391,4280.0,872.0,VIP,Inhibitory,DFC
395,4414.0,885.0,L6 IT,Excitatory,DFC
410,7571.0,887.0,Micro/PVM,Non-neuronal,DFC
412,4308.0,897.0,L5 IT,Excitatory,DFC
413,4063.0,896.0,OPC,Non-neuronal,DFC
415,6601.0,885.0,Astro,Non-neuronal,DFC
416,6912.0,892.0,Astro,Non-neuronal,DFC
417,6872.0,894.0,Astro,Non-neuronal,DFC
422,4753.0,900.0,Micro/PVM,Non-neuronal,DFC
424,8391.0,906.0,Micro/PVM,Non-neuronal,DFC
426,5556.0,910.0,Oligo,Non-neuronal,DFC
427,7574.0,904.0,Oligo,Non-neuronal,DFC
428,5916.0,902.0,Oligo,Non-neuronal,DFC
431,4934.0,924.0,OPC,Non-neuronal,DFC
434,5565.0,929.0,Oligo,Non-neuronal,DFC
435,6437.0,924.0,Oligo,Non-neuronal,DFC
436,8643.0,924.0,Oligo,Non-neuronal,DFC
438,3980.0,924.0,L4 IT,Excitatory,DFC
439,4256.0,940.0,Astro,Non-neuronal,DFC
440,5699.0,938.0,Astro,Non-neuronal,DFC
444,5601.0,949.0,SST,Inhibitory,DFC
446,4899.0,943.0,Oligo,Non-neuronal,DFC
448,3809.0,956.0,Micro/PVM,Non-neuronal,DFC
449,3741.0,956.0,OPC,Non-neuronal,DFC
451,4201.0,964.0,L5 IT,Excitatory,DFC
453,4800.0,962.0,Astro,Non-neuronal,DFC
458,4390.0,979.0,OPC,Non-neuronal,DFC
462,5793.0,972.0,Oligo,Non-neuronal,DFC
463,5364.0,988.0,Oligo,Non-neuronal,DFC
464,4102.0,982.0,Micro/PVM,Non-neuronal,DFC
465,4736.0,977.0,Oligo,Non-neuronal,DFC
467,7395.0,993.0,Micro/PVM,Non-neuronal,DFC
469,7234.0,984.0,Oligo,Non-neuronal,DFC
470,6773.0,999.0,L5 ET,Excitatory,DFC
471,3968.0,992.0,Endo,Non-neuronal,DFC
474,5845.0,1004.0,SST,Inhibitory,DFC
475,8806.0,999.0,Oligo,Non-neuronal,DFC
476,6972.0,1007.0,Oligo,Non-neuronal,DFC
483,4575.0,1027.0,VIP,Inhibitory,DFC
485,6424.0,1022.0,Oligo,Non-neuronal,DFC
488,8968.0,1018.0,Oligo,Non-neuronal,DFC
490,7204.0,1034.0,L6 IT,Excitatory,DFC
492,8349.0,1034.0,SST,Inhibitory,DFC
495,7296.0,1038.0,OPC,Non-neuronal,DFC
496,6489.0,1037.0,Oligo,Non-neuronal,DFC
500,6947.0,1051.0,SST,Inhibitory,DFC
501,6619.0,1036.0,L4 IT,Excitatory,DFC
505,3381.0,1047.0,Oligo,Non-neuronal,DFC
508,4186.0,1058.0,Oligo,Non-neuronal,DFC
509,4355.0,1040.0,PVALB,Inhibitory,DFC
510,5477.0,1060.0,L5 IT,Excitatory,DFC
514,8002.0,1059.0,Oligo,Non-neuronal,DFC
516,4281.0,1047.0,Oligo,Non-neuronal,DFC
520,7874.0,1063.0,Oligo,Non-neuronal,DFC
523,8615.0,1064.0,Oligo,Non-neuronal,DFC
525,3935.0,1071.0,L5 IT,Excitatory,DFC
526,8786.0,1062.0,Astro,Non-neuronal,DFC
529,5530.0,1074.0,L4 IT,Excitatory,DFC
531,5860.0,1075.0,Endo,Non-neuronal,DFC
534,6559.0,1065.0,Astro,Non-neuronal,DFC
538,9008.0,1086.0,Oligo,Non-neuronal,DFC
539,3906.0,1093.0,Oligo,Non-neuronal,DFC
541,8314.0,1086.0,Oligo,Non-neuronal,DFC
542,7914.0,1091.0,L4 IT,Excitatory,DFC
543,5294.0,1086.0,SST,Inhibitory,DFC
544,8976.0,1084.0,Oligo,Non-neuronal,DFC
545,4176.0,1091.0,L5 IT,Excitatory,DFC
546,5660.0,1095.0,L4 IT,Excitatory,DFC
548,7071.0,1083.0,Chandelier,Inhibitory,DFC
549,7769.0,1091.0,PVALB,Inhibitory,DFC
552,8205.0,1113.0,SST,Inhibitory,DFC
556,4604.0,1115.0,Astro,Non-neuronal,DFC
564,3279.0,1121.0,Oligo,Non-neuronal,DFC
565,4043.0,1129.0,Oligo,Non-neuronal,DFC
567,6929.0,1135.0,L5 IT,Excitatory,DFC
568,9005.0,1131.0,Oligo,Non-neuronal,DFC
570,8783.0,1126.0,Micro/PVM,Non-neuronal,DFC
571,3309.0,1144.0,Endo,Non-neuronal,DFC
572,3975.0,1139.0,L4 IT,Excitatory,DFC
573,3428.0,1134.0,Oligo,Non-neuronal,DFC
578,3286.0,1145.0,Oligo,Non-neuronal,DFC
579,6516.0,1133.0,Oligo,Non-neuronal,DFC
580,7984.0,1134.0,L2/3 IT,Excitatory,DFC
583,5568.0,1148.0,Oligo,Non-neuronal,DFC
588,6115.0,1144.0,Oligo,Non-neuronal,DFC
590,7480.0,1151.0,Astro,Non-neuronal,DFC
591,9032.0,1148.0,Oligo,Non-neuronal,DFC
592,6172.0,1162.0,Chandelier,Inhibitory,DFC
599,5978.0,1160.0,Oligo,Non-neuronal,DFC
602,3258.0,1186.0,Oligo,Non-neuronal,DFC
603,4779.0,1173.0,Oligo,Non-neuronal,DFC
604,7292.0,1174.0,Oligo,Non-neuronal,DFC
605,6376.0,1181.0,L6 IT Car3,Excitatory,DFC
607,6712.0,1179.0,L5 ET,Excitatory,DFC
608,6906.0,1182.0,LAMP5 LHX6,Inhibitory,DFC
609,3285.0,1190.0,Oligo,Non-neuronal,DFC
610,4075.0,1185.0,Oligo,Non-neuronal,DFC
620,5383.0,1181.0,Oligo,Non-neuronal,DFC
621,8169.0,1192.0,Oligo,Non-neuronal,DFC
623,3900.0,1204.0,Astro,Non-neuronal,DFC
627,3362.0,1197.0,Oligo,Non-neuronal,DFC
628,5385.0,1195.0,SST,Inhibitory,DFC
629,4976.0,1194.0,Oligo,Non-neuronal,DFC
630,5358.0,1201.0,L5 IT,Excitatory,DFC
631,3820.0,1217.0,PVALB,Inhibitory,DFC
633,6173.0,1219.0,Astro,Non-neuronal,DFC
635,3119.0,1218.0,Oligo,Non-neuronal,DFC
636,4097.0,1230.0,Oligo,Non-neuronal,DFC
638,5032.0,1213.0,Oligo,Non-neuronal,DFC
639,7143.0,1224.0,OPC,Non-neuronal,DFC
640,5173.0,1225.0,L5 IT,Excitatory,DFC
643,5100.0,1220.0,Oligo,Non-neuronal,DFC
644,5155.0,1225.0,L4 IT,Excitatory,DFC
646,7346.0,1235.0,Oligo,Non-neuronal,DFC
647,3115.0,1245.0,Oligo,Non-neuronal,DFC
648,4821.0,1238.0,L4 IT,Excitatory,DFC
651,3332.0,1240.0,Astro,Non-neuronal,DFC
655,8811.0,1248.0,Oligo,Non-neuronal,DFC
656,7286.0,1241.0,Oligo,Non-neuronal,DFC
657,4325.0,1249.0,Oligo,Non-neuronal,DFC
659,9020.0,1256.0,L6B,Excitatory,DFC
661,8785.0,1254.0,Oligo,Non-neuronal,DFC
663,7610.0,1266.0,Oligo,Non-neuronal,DFC
665,5263.0,1274.0,L4 IT,Excitatory,DFC
666,4335.0,1273.0,Micro/PVM,Non-neuronal,DFC
667,2941.0,1266.0,OPC,Non-neuronal,DFC
669,6423.0,1268.0,Oligo,Non-neuronal,DFC
671,3338.0,1284.0,L5 IT,Excitatory,DFC
673,4666.0,1289.0,L6 IT Car3,Excitatory,DFC
674,6651.0,1290.0,Chandelier,Inhibitory,DFC
677,6687.0,1301.0,OPC,Non-neuronal,DFC
682,3013.0,1297.0,Oligo,Non-neuronal,DFC
683,4718.0,1305.0,Micro/PVM,Non-neuronal,DFC
686,3448.0,1313.0,SST,Inhibitory,DFC
690,4954.0,1313.0,L5 IT,Excitatory,DFC
692,7502.0,1312.0,L5 IT,Excitatory,DFC
693,5663.0,1303.0,Micro/PVM,Non-neuronal,DFC
694,4597.0,1316.0,Astro,Non-neuronal,DFC
695,7534.0,1316.0,OPC,Non-neuronal,DFC
696,6447.0,1320.0,L5 IT,Excitatory,DFC
697,6336.0,1318.0,Astro,Non-neuronal,DFC
698,4986.0,1319.0,Oligo,Non-neuronal,DFC
700,7414.0,1324.0,L2/3 IT,Excitatory,DFC
701,7654.0,1324.0,L5 IT,Excitatory,DFC
702,3279.0,1324.0,L6 CT,Excitatory,DFC
703,3215.0,1320.0,Oligo,Non-neuronal,DFC
704,5079.0,1328.0,L5/6 NP,Excitatory,DFC
706,7860.0,1326.0,L5 IT,Excitatory,DFC
707,8580.0,1329.0,Oligo,Non-neuronal,DFC
709,5940.0,1330.0,L5 IT,Excitatory,DFC
716,3995.0,1342.0,Oligo,Non-neuronal,DFC
717,2942.0,1337.0,Oligo,Non-neuronal,DFC
720,6873.0,1339.0,L6 IT,Excitatory,DFC
722,7142.0,1351.0,Oligo,Non-neuronal,DFC
724,6035.0,1350.0,Oligo,Non-neuronal,DFC
726,3378.0,1363.0,Oligo,Non-neuronal,DFC
727,8297.0,1367.0,L6 IT,Excitatory,DFC
728,5252.0,1359.0,L5/6 NP,Excitatory,DFC
729,3008.0,1379.0,L4 IT,Excitatory,DFC
731,3037.0,1374.0,L4 IT,Excitatory,DFC
733,8576.0,1370.0,Oligo,Non-neuronal,DFC
735,3328.0,1380.0,L2/3 IT,Excitatory,DFC
736,3865.0,1364.0,Oligo,Non-neuronal,DFC
737,6546.0,1370.0,Oligo,Non-neuronal,DFC
738,7056.0,1371.0,L2/3 IT,Excitatory,DFC
742,4160.0,1383.0,SST,Inhibitory,DFC
745,6383.0,1379.0,SST,Inhibitory,DFC
746,5769.0,1380.0,Oligo,Non-neuronal,DFC
747,6039.0,1384.0,VLMC,Non-neuronal,DFC
748,5673.0,1388.0,Oligo,Non-neuronal,DFC
749,6511.0,1383.0,Oligo,Non-neuronal,DFC
750,5465.0,1392.0,SST,Inhibitory,DFC
751,8259.0,1379.0,L6B,Excitatory,DFC
752,3188.0,1408.0,L5/6 NP,Excitatory,DFC
755,6643.0,1396.0,L6 CT,Excitatory,DFC
759,6486.0,1399.0,Oligo,Non-neuronal,DFC
760,7967.0,1403.0,Oligo,Non-neuronal,DFC
761,8335.0,1408.0,L6B,Excitatory,DFC
762,2892.0,1402.0,Oligo,Non-neuronal,DFC
765,3517.0,1407.0,VIP,Inhibitory,DFC
766,4116.0,1411.0,L4 IT,Excitatory,DFC
770,3895.0,1418.0,LAMP5 LHX6,Inhibitory,DFC
772,6283.0,1413.0,Oligo,Non-neuronal,DFC
773,6630.0,1420.0,L5/6 NP,Excitatory,DFC
774,4320.0,1404.0,Oligo,Non-neuronal,DFC
776,7112.0,1417.0,LAMP5 LHX6,Inhibitory,DFC
780,3632.0,1412.0,Oligo,Non-neuronal,DFC
782,4076.0,1419.0,PVALB,Inhibitory,DFC
783,6254.0,1421.0,Oligo,Non-neuronal,DFC
784,5342.0,1421.0,L6B,Excitatory,DFC
785,8030.0,1425.0,SST,Inhibitory,DFC
786,4847.0,1435.0,L6 IT,Excitatory,DFC
787,3494.0,1429.0,Oligo,Non-neuronal,DFC
788,6229.0,1427.0,L5/6 NP,Excitatory,DFC
789,4382.0,1439.0,Micro/PVM,Non-neuronal,DFC
796,3771.0,1439.0,Astro,Non-neuronal,DFC
800,7001.0,1438.0,Oligo,Non-neuronal,DFC
801,5409.0,1451.0,Oligo,Non-neuronal,DFC
803,7069.0,1455.0,SST,Inhibitory,DFC
804,4550.0,1447.0,Oligo,Non-neuronal,DFC
806,3170.0,1473.0,Oligo,Non-neuronal,DFC
808,3140.0,1464.0,Micro/PVM,Non-neuronal,DFC
809,5336.0,1466.0,Astro,Non-neuronal,DFC
813,6793.0,1470.0,Oligo,Non-neuronal,DFC
814,4223.0,1481.0,Astro,Non-neuronal,DFC
815,6732.0,1486.0,L6 IT,Excitatory,DFC
818,3889.0,1494.0,Micro/PVM,Non-neuronal,DFC
819,7332.0,1494.0,Micro/PVM,Non-neuronal,DFC
822,3474.0,1505.0,Oligo,Non-neuronal,DFC
824,9579.0,1505.0,L6 IT,Excitatory,DFC
826,2971.0,1509.0,Oligo,Non-neuronal,DFC
828,3361.0,1509.0,VLMC,Non-neuronal,DFC
829,4748.0,1502.0,L5 IT,Excitatory,DFC
830,3279.0,1500.0,Oligo,Non-neuronal,DFC
833,7375.0,1516.0,Oligo,Non-neuronal,DFC
836,4885.0,1528.0,L6B,Excitatory,DFC
838,3558.0,1518.0,Oligo,Non-neuronal,DFC
839,5980.0,1526.0,Astro,Non-neuronal,DFC
840,9310.0,1532.0,L6 IT,Excitatory,DFC
843,2940.0,1537.0,Chandelier,Inhibitory,DFC
844,4785.0,1524.0,L5 IT,Excitatory,DFC
846,7674.0,1528.0,Oligo,Non-neuronal,DFC
848,9288.0,1540.0,OPC,Non-neuronal,DFC
851,3153.0,1544.0,Micro/PVM,Non-neuronal,DFC
852,4777.0,1542.0,Oligo,Non-neuronal,DFC
853,8256.0,1550.0,Micro/PVM,Non-neuronal,DFC
854,8444.0,1545.0,Oligo,Non-neuronal,DFC
862,3029.0,1567.0,Astro,Non-neuronal,DFC
866,5219.0,1569.0,Oligo,Non-neuronal,DFC
867,8531.0,1560.0,Oligo,Non-neuronal,DFC
868,3831.0,1564.0,Astro,Non-neuronal,DFC
869,8487.0,1555.0,Oligo,Non-neuronal,DFC
870,3481.0,1575.0,Astro,Non-neuronal,DFC
871,3421.0,1577.0,Oligo,Non-neuronal,DFC
872,3152.0,1566.0,L5 IT,Excitatory,DFC
873,4694.0,1571.0,Oligo,Non-neuronal,DFC
876,3110.0,1573.0,L5 IT,Excitatory,DFC
878,3707.0,1580.0,Oligo,Non-neuronal,DFC
883,4952.0,1580.0,Endo,Non-neuronal,DFC
884,9667.0,1583.0,Oligo,Non-neuronal,DFC
886,4132.0,1575.0,SST,Inhibitory,DFC
887,9211.0,1578.0,Oligo,Non-neuronal,DFC
890,6600.0,1589.0,L6 IT,Excitatory,DFC
891,4230.0,1595.0,Oligo,Non-neuronal,DFC
894,7322.0,1580.0,PVALB,Inhibitory,DFC
900,3365.0,1602.0,VLMC,Non-neuronal,DFC
901,3632.0,1590.0,Oligo,Non-neuronal,DFC
902,3210.0,1594.0,OPC,Non-neuronal,DFC
903,3583.0,1604.0,L5 IT,Excitatory,DFC
904,5062.0,1588.0,Oligo,Non-neuronal,DFC
909,3558.0,1596.0,Oligo,Non-neuronal,DFC
911,9363.0,1609.0,SST,Inhibitory,DFC
912,7912.0,1599.0,Oligo,Non-neuronal,DFC
913,4200.0,1604.0,Oligo,Non-neuronal,DFC
914,8921.0,1609.0,L6B,Excitatory,DFC
916,2870.0,1616.0,Micro/PVM,Non-neuronal,DFC
918,9126.0,1617.0,Micro/PVM,Non-neuronal,DFC
919,9449.0,1608.0,L6 CT,Excitatory,DFC
921,3601.0,1616.0,VIP,Inhibitory,DFC
922,8050.0,1623.0,Oligo,Non-neuronal,DFC
923,7016.0,1635.0,Oligo,Non-neuronal,DFC
925,5241.0,1623.0,Oligo,Non-neuronal,DFC
927,5038.0,1627.0,Oligo,Non-neuronal,DFC
928,5392.0,1636.0,Astro,Non-neuronal,DFC
929,8950.0,1634.0,Astro,Non-neuronal,DFC
930,8850.0,1637.0,Micro/PVM,Non-neuronal,DFC
931,3059.0,1638.0,Oligo,Non-neuronal,DFC
932,3351.0,1648.0,L4 IT,Excitatory,DFC
933,3521.0,1632.0,Oligo,Non-neuronal,DFC
934,3955.0,1639.0,L5 IT,Excitatory,DFC
939,4514.0,1652.0,L4 IT,Excitatory,DFC
940,3444.0,1639.0,L4 IT,Excitatory,DFC
941,5159.0,1650.0,L6 IT,Excitatory,DFC
943,8765.0,1643.0,L6 IT,Excitatory,DFC
945,6594.0,1657.0,L4 IT,Excitatory,DFC
946,6060.0,1663.0,Micro/PVM,Non-neuronal,DFC
947,4485.0,1665.0,Micro/PVM,Non-neuronal,DFC
948,6958.0,1663.0,Oligo,Non-neuronal,DFC
949,7391.0,1670.0,L6 IT Car3,Excitatory,DFC
950,3057.0,1669.0,Oligo,Non-neuronal,DFC
951,5344.0,1671.0,Oligo,Non-neuronal,DFC
